"EstablishmentID","InspectionID","EstablishmentName","PlaceName","Address","Address2","City","State","Zip","TypeDescription","Latitude","Longitude","InspectionDate","Score","Grade","NameSearch","Intersection"
"33317","1306245","LYNDON ELKS LODGE #2056"," ","904 ORMSBY LANE","","LOUISVILLE","KY","40242","FOOD SERVICE","38.2576000","-85.5928000","2017-07-20 00:00:00","99","A","LYNDONELKSLODGE",""
"33317","1353041","LYNDON ELKS LODGE #2056"," ","904 ORMSBY LANE","","LOUISVILLE","KY","40242","FOOD SERVICE","38.2576000","-85.5928000","2018-01-24 00:00:00","97","A","LYNDONELKSLODGE",""
"33331","1265047","CIRCLE K #3231"," ","2100 PORTLAND AVE","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2683000","-85.7830000","2017-02-09 00:00:00","95","A","CIRCLEK",""
"33331","1265048","CIRCLE K #3231"," ","2100 PORTLAND AVE","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2683000","-85.7830000","2017-02-09 00:00:00","93","","CIRCLEK",""
"33331","1307747","CIRCLE K #3231"," ","2100 PORTLAND AVE","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2683000","-85.7830000","2017-07-26 00:00:00","97","A","CIRCLEK",""
"33331","1307748","CIRCLE K #3231"," ","2100 PORTLAND AVE","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2683000","-85.7830000","2017-07-26 00:00:00","97","A","CIRCLEK",""
"33331","1351005","CIRCLE K #3231"," ","2100 PORTLAND AVE","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2683000","-85.7830000","2018-01-16 00:00:00","95","A","CIRCLEK",""
"33331","1351006","CIRCLE K #3231"," ","2100 PORTLAND AVE","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2683000","-85.7830000","2018-01-16 00:00:00","95","","CIRCLEK",""
"33343","1295181","KROGER L-332"," ","4211 S. 3RD ST","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,001 SQ FT OR OVER","38.1944000","-85.7645000","2017-06-13 00:00:00","98","A","KROGERL",""
"33343","1295182","KROGER L-332"," ","4211 S. 3RD ST","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,001 SQ FT OR OVER","38.1944000","-85.7645000","2017-06-13 00:00:00","100","A","KROGERL",""
"33343","1345065","KROGER L-332"," ","4211 S. 3RD ST","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,001 SQ FT OR OVER","38.1944000","-85.7645000","2017-12-15 00:00:00","97","A","KROGERL",""
"33343","1345066","KROGER L-332"," ","4211 S. 3RD ST","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,001 SQ FT OR OVER","38.1944000","-85.7645000","2017-12-15 00:00:00","98","","KROGERL",""
"33369","1267256","KLING CENTER"," ","219 W ORMSBY AVE","","LOUISVILLE","KY","40203","RETAIL WITH LIMITED SERVICE","38.2330000","-85.7580000","2017-02-21 00:00:00","97","","KLINGCENTER",""
"33369","1353025","KLING CENTER"," ","219 W ORMSBY AVE","","LOUISVILLE","KY","40203","RETAIL WITH LIMITED SERVICE","38.2330000","-85.7580000","2018-01-24 00:00:00","100","","KLINGCENTER",""
"33371","1305967","VFW POST MIDDLETOWN"," ","107 EVERGREEN RD","","LOUISVILLE","KY","40243","FOOD SERVICE","38.2453000","-85.5288000","2017-07-19 00:00:00","93","A","VFWPOSTMIDDLETOWN",""
"33371","1348675","VFW POST MIDDLETOWN"," ","107 EVERGREEN RD","","LOUISVILLE","KY","40243","FOOD SERVICE","38.2453000","-85.5288000","2018-01-03 00:00:00","94","A","VFWPOSTMIDDLETOWN",""
"33374","1299762","AMVETS POST 1"," ","1111 SWAN ST","","LOUISVILLE","KY","40204","FOOD SERVICE","38.2345000","-85.7369000","2017-06-27 00:00:00","81","C","AMVETSPOST",""
"33374","1302562","AMVETS POST 1"," ","1111 SWAN ST","","LOUISVILLE","KY","40204","FOOD SERVICE","38.2345000","-85.7369000","2017-07-05 00:00:00","98","A","AMVETSPOST",""
"33374","1348063","AMVETS POST 1"," ","1111 SWAN ST","","LOUISVILLE","KY","40204","FOOD SERVICE","38.2345000","-85.7369000","2018-01-02 00:00:00","97","A","AMVETSPOST",""
"33395","1288260","J. HARROD'S RESTAURANT SPIRITS"," ","7507 UPPER RIVER RD","","PROSPECT","KY","40059","FOOD SERVICE","38.3427000","-85.6220000","2017-05-18 00:00:00","98","A","JHARRODSRESTAURANTSPIRITS",""
"33398","1306631","AMERICAN LEGION DIXIE POST #1"," ","2107 CRUMS LN","","LOUISVILLE","KY","40216","FOOD SERVICE","38.1954000","-85.8109000","2017-07-21 00:00:00","98","A","AMERICANLEGIONDIXIEPOST",""
"33398","1349323","AMERICAN LEGION DIXIE POST #1"," ","2107 CRUMS LN","","LOUISVILLE","KY","40216","FOOD SERVICE","38.1954000","-85.8109000","2018-01-05 00:00:00","99","A","AMERICANLEGIONDIXIEPOST",""
"33399","1305482","WICKS PIZZA"," ","975 BAXTER AVE","","LOUISVILLE","KY","40204","FOOD SERVICE","38.2407000","-85.7238000","2017-07-18 00:00:00","89","A","WICKSPIZZA",""
"33399","1349983","WICKS PIZZA"," ","975 BAXTER AVE","","LOUISVILLE","KY","40204","FOOD SERVICE","38.2407000","-85.7238000","2018-01-09 00:00:00","97","A","WICKSPIZZA",""
"33403","1287498","BLUE LICK OPTIMIST"," ","4611 MUD LN","","LOUISVILLE","KY","40229","FOOD SERVICE","38.8920000","-85.6920000","2017-05-16 00:00:00","96","A","BLUELICKOPTIMIST",""
"33403","1292749","BLUE LICK OPTIMIST"," ","4611 MUD LN","","LOUISVILLE","KY","40229","FOOD SERVICE","38.8920000","-85.6920000","2017-06-05 00:00:00","100","A","BLUELICKOPTIMIST",""
"33408","1279035","MCDONALD'S #6895"," ","520 N. 22ND ST","","LOUISVILLE","KY","40212","FOOD SERVICE","38.2673000","-85.7836000","2017-04-17 00:00:00","94","A","MCDONALDS",""
"33408","1335683","MCDONALD'S #6895"," ","520 N. 22ND ST","","LOUISVILLE","KY","40212","FOOD SERVICE","38.2673000","-85.7836000","2017-11-08 00:00:00","94","A","MCDONALDS",""
"33411","1265637","KFC Y052-032"," ","6908 DIXIE HWY","","LOUISVILLE","KY","40258","FOOD SERVICE","38.1491000","-85.8378000","2017-02-13 00:00:00","98","A","KFCY",""
"33411","1327924","KFC Y052-032"," ","6908 DIXIE HWY","","LOUISVILLE","KY","40258","FOOD SERVICE","38.1491000","-85.8378000","2017-10-10 00:00:00","97","A","KFCY",""
"33412","1270751","SUN VALLEY GOLF COURSE"," ","6505 BETHANY LN","","LOUISVILLE","KY","40272","FOOD SERVICE","38.1021000","-85.8865000","2017-03-08 00:00:00","100","A","SUNVALLEYGOLFCOURSE",""
"33412","1324065","SUN VALLEY GOLF COURSE"," ","6505 BETHANY LN","","LOUISVILLE","KY","40272","FOOD SERVICE","38.1021000","-85.8865000","2017-09-26 00:00:00","100","A","SUNVALLEYGOLFCOURSE",""
"33415","1290564","SOUTHSIDE CHRISTIAN #4"," ","2220 DIXIE HWY","","LOUISVILLE","KY","40210","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2171000","-85.7955000","2017-05-23 00:00:00","100","A","SOUTHSIDECHRISTIAN",""
"33415","1339869","SOUTHSIDE CHRISTIAN #4"," ","2220 DIXIE HWY","","LOUISVILLE","KY","40210","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2171000","-85.7955000","2017-11-21 00:00:00","100","A","SOUTHSIDECHRISTIAN",""
"33419","1292763","HUNTING CREEK POOL CONCESSION"," ","6807 FOXCRAFT RD","","PROSPECT","KY","40059","FOOD SERVICE","38.3448000","-85.6035000","2017-06-02 00:00:00","98","A","HUNTINGCREEKPOOLCONCESSION",""
"33419","1307313","HUNTING CREEK POOL CONCESSION"," ","6807 FOXCRAFT RD","","PROSPECT","KY","40059","FOOD SERVICE","38.3448000","-85.6035000","2017-07-25 00:00:00","97","A","HUNTINGCREEKPOOLCONCESSION",""
"33438","1316647","LILLY'S RESTAURANT"," ","1147 BARDSTOWN RD","","LOUISVILLE","KY","40204","FOOD SERVICE","38.2377000","-85.7190000","2017-08-24 00:00:00","100","A","LILLYSRESTAURANT",""
"33441","1293593","LEE'S FAMOUS RECIPE"," ","9813 OLD 3RD ST RD","","LOUISVILLE","KY","40272","FOOD SERVICE","38.1135000","-85.8360000","2017-06-06 00:00:00","92","A","LEESFAMOUSRECIPE",""
"33441","1344118","LEE'S FAMOUS RECIPE"," ","9813 OLD 3RD ST RD","","LOUISVILLE","KY","40272","FOOD SERVICE","38.1135000","-85.8360000","2017-12-12 00:00:00","95","A","LEESFAMOUSRECIPE",""
"33443","1278835","SUBWAY"," ","725 W MAIN ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2576000","-85.7624000","2017-04-13 00:00:00","96","A","SUBWAY",""
"33443","1328771","SUBWAY"," ","725 W MAIN ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2576000","-85.7624000","2017-10-12 00:00:00","86","C","SUBWAY",""
"33443","1331000","SUBWAY"," ","725 W MAIN ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2576000","-85.7624000","2017-10-23 00:00:00","100","A","SUBWAY",""
"33447","1295236","KROGER L-339"," ","2440 BARDSTOWN RD","","LOUISVILLE","KY","40205","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2232000","-85.6875000","2017-06-13 00:00:00","99","A","KROGERL",""
"33447","1295237","KROGER L-339"," ","2440 BARDSTOWN RD","","LOUISVILLE","KY","40205","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2232000","-85.6875000","2017-06-13 00:00:00","96","A","KROGERL",""
"33447","1344872","KROGER L-339"," ","2440 BARDSTOWN RD","","LOUISVILLE","KY","40205","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2232000","-85.6875000","2017-12-14 00:00:00","96","A","KROGERL",""
"33447","1344873","KROGER L-339"," ","2440 BARDSTOWN RD","","LOUISVILLE","KY","40205","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2232000","-85.6875000","2017-12-14 00:00:00","84","","KROGERL",""
"33447","1347617","KROGER L-339"," ","2440 BARDSTOWN RD","","LOUISVILLE","KY","40205","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2232000","-85.6875000","2017-12-26 00:00:00","99","","KROGERL",""
"33479","1282836","GATSBY'S ON 4TH / SEELBACH HILTON"," ","500 S 4TH ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2508000","-85.7578000","2017-05-01 00:00:00","97","A","GATSBYSONTHSEELBACHHILTON",""
"33481","1282837","OLD SEELBACH BAR (OSB) / SEELBACH HILTON"," ","500 S 4TH ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2508000","-85.7578000","2017-05-01 00:00:00","100","A","OLDSEELBACHBAROSBSEELBACHHILTON",""
"33501","1290558","TWINBROOK HOTEL APARTMENT"," ","3525 EPHRAIM MCDOWELL RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2234000","-85.6527000","2017-05-23 00:00:00","98","A","TWINBROOKHOTELAPARTMENT",""
"33501","1338566","TWINBROOK HOTEL APARTMENT"," ","3525 EPHRAIM MCDOWELL RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2234000","-85.6527000","2017-11-20 00:00:00","99","A","TWINBROOKHOTELAPARTMENT",""
"33508","1270049","MCDONALD'S #6875"," ","3340 BARDSTOWN RD","","LOUISVILLE","KY","40218","FOOD SERVICE","38.2064650","-85.6678100","2017-03-06 00:00:00","95","A","MCDONALDS",""
"33508","1306897","MCDONALD'S #6875"," ","3340 BARDSTOWN RD","","LOUISVILLE","KY","40218","FOOD SERVICE","38.2064650","-85.6678100","2017-07-24 00:00:00","88","C","MCDONALDS",""
"33508","1309475","MCDONALD'S #6875"," ","3340 BARDSTOWN RD","","LOUISVILLE","KY","40218","FOOD SERVICE","38.2064650","-85.6678100","2017-08-01 00:00:00","96","A","MCDONALDS",""
"33513","1273116","LITTLE CAESARS"," ","6714 OUTER LOOP","","LOUISVILLE","KY","40228","FOOD SERVICE","38.1373000","-85.6355000","2017-03-20 00:00:00","95","A","LITTLECAESARS",""
"33513","1323371","LITTLE CAESARS"," ","6714 OUTER LOOP","","LOUISVILLE","KY","40228","FOOD SERVICE","38.1373000","-85.6355000","2017-09-25 00:00:00","79","C","LITTLECAESARS",""
"33513","1325936","LITTLE CAESARS"," ","6714 OUTER LOOP","","LOUISVILLE","KY","40228","FOOD SERVICE","38.1373000","-85.6355000","2017-10-02 00:00:00","93","A","LITTLECAESARS",""
"33514","1265912","VALU MARKET"," ","1250 BARDSTOWN RD","","LOUISVILLE","KY","40204","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2348000","-85.7178000","2017-02-14 00:00:00","99","A","VALUMARKET",""
"33514","1306886","VALU MARKET"," ","1250 BARDSTOWN RD","","LOUISVILLE","KY","40204","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2348000","-85.7178000","2017-07-21 00:00:00","96","A","VALUMARKET",""
"33514","1306887","VALU MARKET"," ","1250 BARDSTOWN RD","","LOUISVILLE","KY","40204","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2348000","-85.7178000","2017-07-21 00:00:00","89","","VALUMARKET",""
"33514","1311606","VALU MARKET"," ","1250 BARDSTOWN RD","","LOUISVILLE","KY","40204","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2348000","-85.7178000","2017-07-28 00:00:00","97","","VALUMARKET",""
"33514","1352234","VALU MARKET"," ","1250 BARDSTOWN RD","","LOUISVILLE","KY","40204","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2348000","-85.7178000","2018-01-19 00:00:00","91","A","VALUMARKET",""
"33514","1352235","VALU MARKET"," ","1250 BARDSTOWN RD","","LOUISVILLE","KY","40204","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2348000","-85.7178000","2018-01-19 00:00:00","95","","VALUMARKET",""
"33518","1295842","BIG SPRING  CONCESSION"," ","5901 DUTCHMANS LN","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2322000","-85.6482000","2017-06-14 00:00:00","98","A","BIGSPRINGCONCESSION",""
"33518","1305996","BIG SPRING  CONCESSION"," ","5901 DUTCHMANS LN","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2322000","-85.6482000","2017-07-19 00:00:00","100","A","BIGSPRINGCONCESSION",""
"33519","1276122","DAIRY DELIGHT"," ","8691 PRESTON HIGHWAY","","LOUISVILLE","KY","40219","FOOD SERVICE","38.1270000","-85.6800000","2017-04-03 00:00:00","98","A","DAIRYDELIGHT",""
"33519","1317777","DAIRY DELIGHT"," ","8691 PRESTON HIGHWAY","","LOUISVILLE","KY","40219","FOOD SERVICE","38.1270000","-85.6800000","2017-08-31 00:00:00","88","C","DAIRYDELIGHT",""
"33519","1318754","DAIRY DELIGHT"," ","8691 PRESTON HIGHWAY","","LOUISVILLE","KY","40219","FOOD SERVICE","38.1270000","-85.6800000","2017-09-06 00:00:00","100","A","DAIRYDELIGHT",""
"33522","1268729","NEIGHBORHOOD HOUSE SENIOR NUTRITION"," ","201 N 25TH ST","","LOUISVILLE","KY","40212","RETAIL WITH LIMITED SERVICE","38.2619000","-85.7909000","2017-02-28 00:00:00","100","A","NEIGHBORHOODHOUSESENIORNUTRITION",""
"33522","1280728","NEIGHBORHOOD HOUSE SENIOR NUTRITION"," ","201 N 25TH ST","","LOUISVILLE","KY","40212","RETAIL WITH LIMITED SERVICE","38.2619000","-85.7909000","2017-04-24 00:00:00","100","A","NEIGHBORHOODHOUSESENIORNUTRITION",""
"33530","1337060","SHAWNEE COMMUNITY CENTER"," ","607 S 37TH ST","","LOUISVILLE","KY","40212","RETAIL WITH LIMITED SERVICE","38.2540000","-85.8131000","2017-11-14 00:00:00","97","","SHAWNEECOMMUNITYCENTER",""
"33533","1282838","SEELBACH CONCIERGE"," ","500 S 4TH ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2508000","-85.7578000","2017-05-01 00:00:00","99","A","SEELBACHCONCIERGE",""
"33545","1295184","PIZZA HUT #013420"," ","5366 NEW CUT ROAD","","LOUISVILLE","KY","40214","FOOD SERVICE","38.1510000","-85.7767000","2017-06-13 00:00:00","98","A","PIZZAHUT",""
"33545","1344464","PIZZA HUT #013420"," ","5366 NEW CUT ROAD","","LOUISVILLE","KY","40214","FOOD SERVICE","38.1510000","-85.7767000","2017-12-13 00:00:00","98","A","PIZZAHUT",""
"33589","1279082","WENDY'S"," ","1201 W BROADWAY","","LOUISVILLE","KY","40203","FOOD SERVICE","38.2481000","-85.7720000","2017-04-17 00:00:00","93","A","WENDYS",""
"33589","1323538","WENDY'S"," ","1201 W BROADWAY","","LOUISVILLE","KY","40203","FOOD SERVICE","38.2481000","-85.7720000","2017-09-25 00:00:00","94","A","WENDYS",""
"33595","1309038","FRISCH'S BIG BOY #201"," ","7401 DIXIE HWY","","LOUISVILLE","KY","40258","FOOD SERVICE","38.1431000","-85.8390000","2017-07-31 00:00:00","93","A","FRISCHSBIGBOY",""
"33595","1353183","FRISCH'S BIG BOY #201"," ","7401 DIXIE HWY","","LOUISVILLE","KY","40258","FOOD SERVICE","38.1431000","-85.8390000","2018-01-25 00:00:00","95","A","FRISCHSBIGBOY",""
"33597","1278724","MCDONALD'S #6877"," ","5001 S 3RD ST","","LOUISVILLE","KY","40214","FOOD SERVICE","38.1743000","-85.7670000","2017-04-14 00:00:00","94","A","MCDONALDS",""
"33597","1327911","MCDONALD'S #6877"," ","5001 S 3RD ST","","LOUISVILLE","KY","40214","FOOD SERVICE","38.1743000","-85.7670000","2017-10-10 00:00:00","93","C","MCDONALDS",""
"33597","1329541","MCDONALD'S #6877"," ","5001 S 3RD ST","","LOUISVILLE","KY","40214","FOOD SERVICE","38.1743000","-85.7670000","2017-10-17 00:00:00","100","A","MCDONALDS",""
"33602","1284969","MCDONALD'S #6859"," ","7426 OLD 3RD ST RD","","LOUISVILLE","KY","40214","FOOD SERVICE","38.1448000","-85.7772000","2017-05-08 00:00:00","94","A","MCDONALDS",""
"33602","1339907","MCDONALD'S #6859"," ","7426 OLD 3RD ST RD","","LOUISVILLE","KY","40214","FOOD SERVICE","38.1448000","-85.7772000","2017-11-28 00:00:00","90","A","MCDONALDS",""
"33605","1293784","LOS AZTECAS"," ","1107 HERR LN","","LOUISVILLE","KY","40222","FOOD SERVICE","38.2663000","-85.6116000","2017-06-07 00:00:00","95","A","LOSAZTECAS",""
"33605","1347522","LOS AZTECAS"," ","1107 HERR LN","","LOUISVILLE","KY","40222","FOOD SERVICE","38.2663000","-85.6116000","2017-12-27 00:00:00","94","A","LOSAZTECAS",""
"33608","1271736","BADER'S FOOD MART"," ","300 S. 1ST ST","","LOUISVILLE","KY","40202","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2530000","-85.7526000","2017-03-13 00:00:00","100","A","BADERSFOODMART",""
"33608","1271737","BADER'S FOOD MART"," ","300 S. 1ST ST","","LOUISVILLE","KY","40202","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2530000","-85.7526000","2017-03-13 00:00:00","100","","BADERSFOODMART",""
"33608","1305931","BADER'S FOOD MART"," ","300 S. 1ST ST","","LOUISVILLE","KY","40202","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2530000","-85.7526000","2017-07-19 00:00:00","98","A","BADERSFOODMART",""
"33608","1305932","BADER'S FOOD MART"," ","300 S. 1ST ST","","LOUISVILLE","KY","40202","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2530000","-85.7526000","2017-07-19 00:00:00","98","A","BADERSFOODMART",""
"33608","1355578","BADER'S FOOD MART"," ","300 S. 1ST ST","","LOUISVILLE","KY","40202","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2530000","-85.7526000","2018-02-02 00:00:00","100","A","BADERSFOODMART",""
"33608","1355579","BADER'S FOOD MART"," ","300 S. 1ST ST","","LOUISVILLE","KY","40202","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2530000","-85.7526000","2018-02-02 00:00:00","100","","BADERSFOODMART",""
"33612","1276840","WENDY'S"," ","9489 WESTPORT RD","","LOUISVILLE","KY","40222","FOOD SERVICE","38.2868000","-85.5755000","2017-04-05 00:00:00","95","A","WENDYS",""
"33612","1325982","WENDY'S"," ","9489 WESTPORT RD","","LOUISVILLE","KY","40222","FOOD SERVICE","38.2868000","-85.5755000","2017-10-03 00:00:00","93","A","WENDYS",""
"33623","1266666","EVANGEL SCHOOL SNACK BAR"," ","5400 MINORS LN","","LOUISVILLE","KY","40219","STATIONARY RESTRICTED CONCESSON","38.1448000","-85.7018000","2017-02-17 00:00:00","94","","EVANGELSCHOOLSNACKBAR",""
"33623","1354190","EVANGEL SCHOOL SNACK BAR"," ","5400 MINORS LN","","LOUISVILLE","KY","40219","STATIONARY RESTRICTED CONCESSON","38.1448000","-85.7018000","2018-01-29 00:00:00","97","","EVANGELSCHOOLSNACKBAR",""
"33630","1287490","WENDY'S"," ","5240 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","38.1690000","-85.6059000","2017-05-16 00:00:00","96","A","WENDYS",""
"33630","1329203","WENDY'S"," ","5240 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","38.1690000","-85.6059000","2017-10-16 00:00:00","95","A","WENDYS",""
"33644","1325586","CHICKEN KING"," ","639 E BROADWAY","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2452000","-85.7420000","2017-10-02 00:00:00","95","A","CHICKENKING",""
"33646","1288396","DOMINO'S PIZZA #1432"," ","6803 SOUTHSIDE DR","","LOUISVILLE","KY","40214","FOOD SERVICE","38.1592000","-85.7645000","2017-05-19 00:00:00","93","C","DOMINOSPIZZA",""
"33646","1290204","DOMINO'S PIZZA #1432"," ","6803 SOUTHSIDE DR","","LOUISVILLE","KY","40214","FOOD SERVICE","38.1592000","-85.7645000","2017-05-26 00:00:00","99","A","DOMINOSPIZZA",""
"33646","1335662","DOMINO'S PIZZA #1432"," ","6803 SOUTHSIDE DR","","LOUISVILLE","KY","40214","FOOD SERVICE","38.1592000","-85.7645000","2017-11-08 00:00:00","98","A","DOMINOSPIZZA",""
"33648","1294699","PANDA CHINA INC"," ","9543 US HWY 42","","PROSPECT","KY","40059","FOOD SERVICE","38.3444000","-85.6174000","2017-06-12 00:00:00","95","A","PANDACHINAINC",""
"33648","1340545","PANDA CHINA INC"," ","9543 US HWY 42","","PROSPECT","KY","40059","FOOD SERVICE","38.3444000","-85.6174000","2017-11-30 00:00:00","93","A","PANDACHINAINC",""
"33649","1305564","FISHERY"," ","3624 LEXINGTON RD","","LOUISVILLE","KY","40207","FOOD SERVICE","38.2514000","-85.6610000","2017-07-18 00:00:00","94","A","FISHERY",""
"33649","1356449","FISHERY"," ","3624 LEXINGTON RD","","LOUISVILLE","KY","40207","FOOD SERVICE","38.2514000","-85.6610000","2018-02-06 00:00:00","97","A","FISHERY",""
"33650","1339621","DAIRY MART"," ","1351 BARDSTOWN RD","","LOUISVILLE","KY","40204","SUPERMARKET WITH PROCESSING","38.2344000","-85.7130000","2017-11-22 00:00:00","100","","DAIRYMART",""
"33655","1294443","WAGON WHEEL FAST FOODS"," ","1633 W KENTUCKY ST","","LOUISVILLE","KY","40210","FOOD SERVICE","38.2419000","-85.7817000","2017-06-07 00:00:00","91","A","WAGONWHEELFASTFOODS",""
"33655","1352261","WAGON WHEEL FAST FOODS"," ","1633 W KENTUCKY ST","","LOUISVILLE","KY","40210","FOOD SERVICE","38.2419000","-85.7817000","2018-01-22 00:00:00","98","A","WAGONWHEELFASTFOODS",""
"33657","1313048","HAVANA RUMBA"," ","4115 OECHSLI AVE","","LOUISVILLE","KY","40207","FOOD SERVICE","38.2547000","-85.6461000","2017-08-14 00:00:00","95","A","HAVANARUMBA",""
"33659","1271814","HOMEMADE ICE CREAM"," ","2525 BARDSTOWN RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2227000","-85.6830000","2017-03-14 00:00:00","94","A","HOMEMADEICECREAM",""
"33659","1311993","HOMEMADE ICE CREAM"," ","2525 BARDSTOWN RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2227000","-85.6830000","2017-08-03 00:00:00","95","A","HOMEMADEICECREAM",""
"33659","1347717","HOMEMADE ICE CREAM"," ","2525 BARDSTOWN RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2227000","-85.6830000","2017-12-28 00:00:00","94","A","HOMEMADEICECREAM",""
"33662","1325989","CIRCLE K #76"," ","4100 DIXIE HWY","","LOUISVILLE","KY","40216","PRE-PACKAGED RETAIL","38.1893000","-85.8105000","2017-10-03 00:00:00","99","","CIRCLEK",""
"33664","1298652","JC CIGARETTE OUTLET #18"," ","2714 CRUMS LN","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1945160","-85.8264140","2017-06-22 00:00:00","97","A","JCCIGARETTEOUTLET",""
"33664","1298653","JC CIGARETTE OUTLET #18"," ","2714 CRUMS LN","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1945160","-85.8264140","2017-06-22 00:00:00","97","A","JCCIGARETTEOUTLET",""
"33664","1342918","JC CIGARETTE OUTLET #18"," ","2714 CRUMS LN","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1945160","-85.8264140","2017-12-07 00:00:00","95","A","JCCIGARETTEOUTLET",""
"33664","1342919","JC CIGARETTE OUTLET #18"," ","2714 CRUMS LN","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1945160","-85.8264140","2017-12-07 00:00:00","95","A","JCCIGARETTEOUTLET",""
"33665","1276458","WENDY'S"," ","4259 OUTER LOOP","","LOUISVILLE","KY","40219","FOOD SERVICE","38.1387000","-85.6809000","2017-04-04 00:00:00","95","A","WENDYS",""
"33665","1322349","WENDY'S"," ","4259 OUTER LOOP","","LOUISVILLE","KY","40219","FOOD SERVICE","38.1387000","-85.6809000","2017-09-19 00:00:00","96","A","WENDYS",""
"33673","1304953","FIVE STAR FOOD MART DELI"," ","10314 WATTERSON TRAIL","","LOUISVILLE","KY","40299","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1923000","-85.5680000","2017-07-17 00:00:00","99","A","FIVESTARFOODMARTDELI",""
"33673","1304954","FIVE STAR FOOD MART DELI"," ","10314 WATTERSON TRAIL","","LOUISVILLE","KY","40299","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1923000","-85.5680000","2017-07-17 00:00:00","99","A","FIVESTARFOODMARTDELI",""
"33673","1345056","FIVE STAR FOOD MART DELI"," ","10314 WATTERSON TRAIL","","LOUISVILLE","KY","40299","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1923000","-85.5680000","2017-12-18 00:00:00","99","A","FIVESTARFOODMARTDELI",""
"33673","1345057","FIVE STAR FOOD MART DELI"," ","10314 WATTERSON TRAIL","","LOUISVILLE","KY","40299","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1923000","-85.5680000","2017-12-18 00:00:00","97","","FIVESTARFOODMARTDELI",""
"33682","1288983","THORNTONS #28"," ","100 W BROADWAY","","LOUISVILLE","KY","40203","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2455000","-85.7539000","2017-05-22 00:00:00","97","A","THORNTONS",""
"33682","1288984","THORNTONS #28"," ","100 W BROADWAY","","LOUISVILLE","KY","40203","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2455000","-85.7539000","2017-05-22 00:00:00","98","A","THORNTONS",""
