business_id,name,address,city,state,postal_code,latitude,longitude,phone_number
32587,"WENDYS #170232",8596 DIXIE HWY,LOUISVILLE,KY,40258,38.1282423000,-85.8497431000,(502) 935-1242
32593,"MCDONALDS #1",8600 DIXIE HWY,LOUISVILLE,KY,40258,38.1276407000,-85.8505453000,(502) 935-2762
32852,"PIZZA HUT #013414",2508 PRESTON HIGHWAY,LOUISVILLE,KY,40217,38.2123000000,-85.7414000000,(502) 634-8322
32866,"KFC EMPLOYEES CAFETERIA",1441 GARDINER LN,LOUISVILLE,KY,40213,38.1992240000,-85.6945210000,(502) 459-8600
32870,"ICE ARENA CONCESSIONS",1825 GARDINER LN,LOUISVILLE,KY,40205,38.2077585000,-85.6825494000,(502) 459-9500
32874,"BROWN FORMAN EMPLOYEE CAFE",1809 GARLAND AVE,LOUISVILLE,KY,40210,38.2445000000,-85.7848000000,(502) 585-1100
32877,"ALA CART CAFE",3101 BARDSTOWN RD,LOUISVILLE,KY,40205,38.2130390000,-85.6703190000,(502) 458-6504
32879,"MARYHURST SCHOOL",1015 DORSEY LN,LOUISVILLE,KY,40223,38.2644810000,-85.5614010000,(502) 245-1576
32604,"MOBY DICK",9150 DIXIE HWY,LOUISVILLE,KY,40272,38.1214230000,-85.8560250000,(502) 935-6565
32608,"DOMINOS PIZZA #1431",10011 DIXIE HWY,LOUISVILLE,KY,40272,38.1095891000,-85.8650405000,(502) 935-3030
32609,"CAPTAIN DS #3532",10101 DIXIE HWY,LOUISVILLE,KY,40272,38.1087000000,-85.8653340000,(502) 935-7350
32611,"KFC",10103 DIXIE HWY,LOUISVILLE,KY,40272,38.1085790000,-85.8656290000,(502) 937-0574
32613,"DIXIE BOWL",10526 DIXIE HWY,LOUISVILLE,KY,40272,38.1017219000,-85.8705242000,(502) 937-7900
29790,"ANGIOS",3731 BARDSTOWN RD,LOUISVILLE,KY,40218,38.1974502000,-85.6565890000,(502) 451-5454
34493,"OWL CREEK COMM. SNACK BAR",10607 HOBBS STATION RD,LOUISVILLE,KY,40223,38.2577954000,-85.5564658000,(502) 244-2550
34512,"QUICK WOK",801 W BROADWAY,LOUISVILLE,KY,40203,38.2466881000,-85.7650962000,(502) 584-6519
34944,"610 MAGNOLIA",610 W MAGNOLIA ST,LOUISVILLE,KY,40208,.0000000000,.0000000000,(502) 636-0783
34955,"BEARNOS BY THE BRIDGE",133 W. MAIN ST,LOUISVILLE,KY,40202,38.2561418000,-85.7521199000,(502) 584-7720
33032,"HAZELWOOD CENTER",1800 BLUEGRASS AVE,LOUISVILLE,KY,40215,38.1795678000,-85.7926422000,(502) 361-2301
34624,"PIZZA HUT #013415",4211 SHELBYVILLE ROAD,LOUISVILLE,KY,40207,38.2519470000,-85.6383819000,(502) 895-4518
34628,"ORIENTAL HOUSE",4302 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2506840000,-85.6350740000,(502) 897-1017
34630,"AMERICAN LEGION",4610 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2489480000,-85.6279260000,(502) 896-4734
34632,"OUTBACK STEAKHOUSE",4621 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2505503000,-85.6265934000,(502) 895-4329
34635,"FRISCHS BIG BOY #154",4800 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2500320000,-85.6278180000,(502) 897-9818
34636,"MOBY DICK",4848 SHELBYVILLE ROAD,LOUISVILLE,KY,40207,38.2502980000,-85.6274430000,(502) 897-0614
34643,"AMVETS POST 9",1567 S SHELBY ST,LOUISVILLE,KY,40217,38.2223090000,-85.7428510000,(502) 637-1900
34648,"LE RELAIS",2817 TAYLORSVILLE ROAD,LOUISVILLE,KY,40205,38.2227822000,-85.6669034000,(502) 451-9020
34667,"HURSTBOURNE COUNTRY CLUB",9000 HURSTBOURNE CLUB LN,LOUISVILLE,KY,40222,38.2396540000,-85.5917740000,(502) 425-6094
34973,"OLIVE GARDEN #1327",1320 S HURSTBOURNE PKWY,LOUISVILLE,KY,40222,.0000000000,.0000000000,(502) 339-7190
34977,"WHITE CASTLE #7",105 E MARKET ST,LOUISVILLE,KY,40202,38.2547734000,-85.7513545000,(502) 583-0466
34984,"DEL FRISCOS",4107 OECHSLI AVENUE,LOUISVILLE,KY,40207,38.2548000000,-85.6459000000,(502) 897-7077
34264,"VALHALLA GOLF CLUB",15503 SHELBYVILLE RD,LOUISVILLE,KY,40018,38.2428400000,-85.4744570000,(502) 245-4475
34267,"BASKIN ROBBINS",10264 SHELBYVILLE ROAD,LOUISVILLE,KY,40222,.0000000000,.0000000000,(502) 244-6883
34272,"WHITE CASTLE #17",3705 BARDSTOWN RD,LOUISVILLE,KY,40218,38.1989403000,-85.6593563000,(502) 458-1055
34291,"BAMBOO HOUSE",4036 POPLAR LEVEL RD,LOUISVILLE,KY,40213,38.1996190000,-85.7086740000,(502) 451-3113
34736,"HIKES POINT BAR AND LOUNGE",3937 TAYLORSVILLE ROAD,LOUISVILLE,KY,40220,38.2199553000,-85.6280976000,(502) 451-6137
34742,"WENDYS",4041 TAYLORSVILLE RD,LOUISVILLE,KY,40220,38.2199238000,-85.6219631000,(502) 454-4602
34732,"KFC Y052-004",3905 TAYLORSVILLE RD,LOUISVILLE,KY,40220,38.2203802000,-85.6299266000,(502) 459-8477
34760,"OUTLOOK INN",916 BAXTER AVE,LOUISVILLE,KY,40204,38.2421199000,-85.7259059000,(502) 583-4661
34763,"KFC",10224 TAYLORSVILLE RD,LOUISVILLE,KY,40299,38.1950730000,-85.5671400000,(502) 267-0589
34765,"MOBY DICK RESTAURANT",10305 TAYLORSVILLE RD,LOUISVILLE,KY,40299,38.1953920000,-85.5662140000,(502) 267-8713
34996,"LOS AZTECAS",530 W MAIN ST,LOUISVILLE,KY,40202,38.2566490000,-85.7595520000,(502) 561-8535
34674,"HOMETOWN PIZZA",11804 SHELBYVILLE ROAD,LOUISVILLE,KY,40243,38.2472803000,-85.5380752000,(502) 244-3638
34675,"DAIRY QUEEN",11806 SHELBYVILLE ROAD,LOUISVILLE,KY,40243,.0000000000,.0000000000,(502) 245-0800
34676,"MOBY DICK",12012 SHELBYVILLE RD,LOUISVILLE,KY,40243,38.2484271000,-85.5324949000,(502) 244-2879
34679,"RUMORS",12339 SHELBYVILLE RD,LOUISVILLE,KY,40243,38.2471140000,-85.5268100000,(502) 245-0366
34680,"MCDONALDS #16",12341 SHELBYVILLE RD,LOUISVILLE,KY,40243,38.2468560000,-85.5262290000,(502) 245-1717
34681,"MIDLAND TRAIL GOLF COURSE",15360 SHELBYVILLE RD,LOUISVILLE,KY,40223,38.2360823000,-85.4745959000,(502) 245-0223
34685,"ROBBENS ROOST",5906 SIX MILE LN,LOUISVILLE,KY,40220,38.1953330000,-85.6504230000,(502) 491-7178
34292,"MARMADUKES",4206 POPLAR LEVEL RD,LOUISVILLE,KY,40213,38.1984300000,-85.7082760000,(502) 452-1390
34295,"FIESTA MEXICAN #3",4507 BARDSTOWN RD,LOUISVILLE,KY,40218,38.1831380000,-85.6292150000,(502) 491-2982
34301,"WILDWOOD COUNTRY CLUB KITCHEN",5000 BARDSTOWN RD,LOUISVILLE,KY,40291,38.1725340000,-85.6175620000,(502) 499-1261
34305,"HUNGRY PELICAN",5412 BARDSTOWN RD,LOUISVILLE,KY,40291,38.1666119000,-85.6017615000,(502) 239-7145
34307,"FERN BOWL SNACK BARLOUNGE",5518 BARDSTOWN RD,LOUISVILLE,KY,40291,38.1649470000,-85.6005280000,(502) 239-6210
34687,"SOUTH PARK COUNTRY CLUB",915 S PARK RD,LOUISVILLE,KY,40118,.0000000000,.0000000000,(502) 969-7125
34692,"KENBOWL LANES",7021 SOUTHSIDE DR,LOUISVILLE,KY,40214,38.1547530000,-85.7644761000,(502) 631-1732
34696,"SPRING STREET BAR AND GRILL",300 S SPRING ST,LOUISVILLE,KY,40206,38.2512090000,-85.7192080000,(502) 584-6630
34773,"FOXY LADY",1715 BERRY BLVD,LOUISVILLE,KY,40215,38.1969212000,-85.7941893000,(502) 366-3273
34779,"LAKESIDE CLUB",2010 TREVILLIAN WAY,LOUISVILLE,KY,40205,38.2204210000,-85.6863800000,(502) 454-4585
34783,"LOUISVILLE COUNTRY CLUB",40 MOCKINGBIRD VALLEY DR,LOUISVILLE,KY,40207,38.2779200000,-85.6762770000,(502) 896-1721
34786,"KINGFISH #2",3021 UPPER RIVER RD,LOUISVILLE,KY,40207,38.2825742000,-85.6798900000,(502) 895-0544
34788,"LOUISVILLE BOAT CLUB  MAIN KITCHEN",4200 RIVER RD,LOUISVILLE,KY,40207,38.2914890000,-85.6749570000,(502) 896-0375
34318,"DOMINOS PIZZA #1422",3951 TAYLORSVILLE ROAD,LOUISVILLE,KY,40220,38.1863454000,-85.4464132000,(502) 456-4705
34320,"ANNIES PIZZA",2520 PORTLAND AVE,LOUISVILLE,KY,40212,38.2707630000,-85.7898920000,(502) 776-2377
34326,"CENTERSTONE",600 S PRESTON ST,LOUISVILLE,KY,40202,38.2475405000,-85.7474703000,(502) 583-3951
34715,"WENDYS",3422 TAYLOR BLVD,LOUISVILLE,KY,40215,38.1988018000,-85.7830533000,(502) 366-4701
34716,"GOLDEN STAR",3458 TAYLOR BLVD,LOUISVILLE,KY,40215,38.1970791000,-85.7829234000,(502) 368-1833
34720,"WYANDOTTE TAVERN",3700 TAYLOR BLVD,LOUISVILLE,KY,40215,38.1910079000,-85.7837950000,(502) 363-9165
34789,"LOUISVILLE BOAT CLUB SNACK BAR",4200 RIVER RD,LOUISVILLE,KY,40207,38.2914890000,-85.6749570000,(502) 896-0375
34791,"RIVER VALLEY CLUB",4701 UPPER RIVER RD,LOUISVILLE,KY,40222,38.3055000000,-85.6598000000,(502) 564-3070
34792,"CUNNINGHAMS CREEKSIDE",6301 UPPER RIVER RD,HARRODS CREEK,KY,40027,38.3612767000,-85.6434581000,(502) 228-3625
34800,"COACH LAMP RESTAURANT AND PUB",751 VINE ST,LOUISVILLE,KY,40204,38.2417352000,-85.7344280000,(502) 583-9165
34802,"KNIGHTS OF COLUMBUS",4417 RIVER RD,LOUISVILLE,KY,40207,38.2984430000,-85.6680499000,(502) 893-2220
35015,"CHARLIE VETTINER GOLF COURSE",10207 MARY DELL LN,LOUISVILLE,KY,40299,38.1738400000,-85.5664370000,(502) 267-9958
35019,"CAPORAL II",2209 MEADOW DR,LOUISVILLE,KY,40218,38.2044719000,-85.6642769000,(502) 473-7840
35028,"CAPTAIN DS #3517",3801 OAKLAWN DR,LOUISVILLE,KY,40219,38.1492090000,-85.6920650000,(502) 968-5119
34335,"GODFATHER II",5000 PRESTON HWY,LOUISVILLE,KY,40213,38.1751590000,-85.7138370000,(502) 964-9610
34338,"WENDYS",5101 PRESTON HWY,LOUISVILLE,KY,40213,38.1746618000,-85.7121777000,(502) 968-5358
34351,"TRIXIES",6114 PRESTON HWY,LOUISVILLE,KY,40219,38.1621956000,-85.7002251000,(502) 969-6199
34811,"LEES RESTAURANT",1941 BISHOP LN,LOUISVILLE,KY,40218,38.2029710000,-85.6836129000,(502) 456-9714
34812,"ORIENTAL STAR",4212 BISHOP LN,LOUISVILLE,KY,40218,38.2003069000,-85.6860511000,(502) 452-9898
34814,"WAFFLE HOUSE #179",4320 BISHOP LN,LOUISVILLE,KY,40218,38.1985240000,-85.6868329000,(502) 458-6434
34817,"VFW POST 1181",6518 BLEVINS GAP RD,LOUISVILLE,KY,40272,38.0696299000,-85.8837700000,(502) 937-9066
34827,"BONNYCASTLE CLUB",1951 BONNYCASTLE AVE,LOUISVILLE,KY,40205,38.2305230000,-85.7054886000,(502) 451-3299
35038,"STRIKE AND SPARE FAMILY FUN CENTER",6220 OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,38.1957697000,-85.6612815000,(502) 968-2695
34727,"AIR DEVILS INN",2802 TAYLORSVILLE RD,LOUISVILLE,KY,40205,38.2228118000,-85.6681288000,(502) 454-9911
34729,"BEARNOS RESTAURANT",2900 TAYLORSVILLE RD,LOUISVILLE,KY,40205,38.2223803000,-85.6655931000,(502) 458-8605
34259,"POPEYES",3317 BARDSTOWN RD,LOUISVILLE,KY,40218,38.2074117000,-85.6675721000,(502) 459-3770
34358,"EL NOPAL",6300 BARDSTOWN RD,LOUISVILLE,KY,40291,38.1547000000,-85.5903690000,(502) 231-4249
34363,"PIZZA HUT #013416",7509 PRESTON HWY,LOUISVILLE,KY,40219,38.1427530000,-85.6885230000,(502) 964-5986
34366,"ARBYS #325",7708 PRESTON HWY,LOUISVILLE,KY,40219,38.1393580000,-85.6878490000,(502) 968-6921
34371,"GOLDEN BUDDHA RESTAURANT",8000 PRESTON HWY,LOUISVILLE,KY,40219,38.1363286000,-85.6860862000,(502) 968-7700
34833,"GALT CAFE MAGNOLIA",140 N 4TH ST,LOUISVILLE,KY,40202,38.2580180000,-85.7567520000,(502) 589-5200
34835,"GALT AL JS AND THELMAS DELI",140 N 4TH ST,LOUISVILLE,KY,40202,38.2580180000,-85.7567520000,(502) 589-5200
34837,"GALT PRODUCTION ROOM SERVICE",140 N 4TH ST,LOUISVILLE,KY,40202,38.2580180000,-85.7567520000,(502) 589-5200
34838,"TACO BELL #3450",5414 NEW CUT RD,LOUISVILLE,KY,40214,38.1496945000,-85.7765255000,(502) 368-4907
34839,"GALT RIVUE",140 N 4TH ST,LOUISVILLE,KY,40202,38.2580180000,-85.7567520000,(502) 589-3100
34842,"GALT JOCKEY SILKS BOURBON BAR",140 N 4TH ST,LOUISVILLE,KY,40202,38.2580180000,-85.7567520000,(502) 589-5200
34844,"MOBY DICK WINKLER",2700 S. 3RD ST,LOUISVILLE,KY,40208,38.2099309000,-85.7632799000,(502) 636-2848
34845,"KFC",5462 NEW CUT RD,LOUISVILLE,KY,40214,38.1464400000,-85.7759899000,(502) 366-4136
34846,"SUBURBAN SOCIAL CLUB INC.",3901 S 3RD ST,LOUISVILLE,KY,40214,38.1999967000,-85.7649907000,(502) 368-3161
34372,"BEARNOS LITTLE SICILY",8019 PRESTON HWY,LOUISVILLE,KY,40219,38.1356570000,-85.6848967000,(502) 968-6060
34379,"AANDW ROOT BEER LONG JOHN SILVERS",8315 PRESTON HWY,LOUISVILLE,KY,40219,38.1314740000,-85.6823510000,(502) 969-2206
34380,"DOMINOS PIZZA #1427",8404 PRESTON HWY,LOUISVILLE,KY,40219,38.1304481000,-85.6827285000,(502) 969-5291
34381,"MOBY DICK",6332 BARDSTOWN RD,LOUISVILLE,KY,40218,38.1547924000,-85.5896224000,(502) 239-4827
34393,"TWO LANE LIQUOR AND BAR",9702 BARDSTOWN RD,LOUISVILLE,KY,40291,38.1004678000,-85.5657196000,(502) 239-1018
34396,"HUNTING CREEK COUNTRY CLUB",6807 FOXCRAFT RD,PROSPECT,KY,40059,.0000000000,.0000000000,(502) 228-1106
34526,"PLEHNS BAKERY",3940 SHELBYVILLE ROAD,LOUISVILLE,KY,40207,38.2525654000,-85.6532509000,(502) 895-8223
34855,"SHENANIGANS",1611 NORRIS PL,LOUISVILLE,KY,40205,38.2271506000,-85.7084512000,(502) 454-3919
34857,"SHAWNEE GOLF COURSE",460 NORTHWESTERN PKWY,LOUISVILLE,KY,40212,38.2714047000,-85.8191095000,(502) 775-9384
34866,"CRAVINGS",101 S 5TH ST,LOUISVILLE,KY,40202,38.2561430000,-85.7578730000,(502) 584-6846
34872,"GOLDEN WALL",3111 FERN VALLEY RD,LOUISVILLE,KY,40213,38.1573192000,-85.7060191000,(502) 968-9717
34173,"SKATE WORLD PRESTON",6310 PRESTON HWY,LOUISVILLE,KY,40219,38.1595860000,-85.7006460000,(502) 969-6000
34175,"EL NOPAL",4214 OUTER LOOP,LOUISVILLE,KY,40219,38.1380862000,-85.6828543000,(502) 968-2566
34177,"POPEYES",7528 DIXIE HWY,LOUISVILLE,KY,40258,38.1419650000,-85.8409060000,(502) 933-3633
34573,"BROWNSBORO PARK",2960 GOOSE CREEK RD,LOUISVILLE,KY,40222,38.2911190000,-85.5834250000,(502) 425-3446
34575,"SUBWAY",1979 BROWNSBORO RD,LOUISVILLE,KY,40206,38.2599300000,-85.7083579000,(502) 897-6811
34193,"WENDYS #170234",1108 BARDSTOWN RD,LOUISVILLE,KY,40204,38.2381101000,-85.7210050000,(502) 254-7130
34201,"BRISTOL BAR AND GRILLE",1321 BARDSTOWN RD,LOUISVILLE,KY,40204,38.2351560000,-85.7143140000,(502) 456-1702
34398,"LAZER BLAZE",4121 SHELBYVILLE ROAD,LOUISVILLE,KY,40207,38.2523398000,-85.6457837000,(502) 895-3462
34406,"WAFFLE HOUSE #353",4706 PRESTON HWY,LOUISVILLE,KY,40213,38.1793800000,-85.7182280000,(502) 968-7697
34407,"AMERICAN LEGION SHAWNEE POST #193",2800 W. MAIN ST,LOUISVILLE,KY,40212,38.2610548000,-85.7976210000,(502) 776-8596
34412,"COMMUNITY BAPTIST CHURCH SENIOR SEVICES",4909 INDIAN TRAIL,LOUISVILLE,KY,40219,38.1828589000,-85.6690842000,(502) 459-4959
34581,"AUDUBON COUNTRY CLUB",3265 ROBIN RD,LOUISVILLE,KY,40213,38.0735518000,-85.6650043000,(502) 636-1331
34592,"DIZZY WHIZ #1",217 W ST. CATHERINE ST,LOUISVILLE,KY,40203,.0000000000,.0000000000,(502) 583-3828
34875,"VFW POST OKOLONA",4205 LAMBERT RD,LOUISVILLE,KY,40219,38.1354580000,-85.6835040000,(502) 964-7182
34882,"CEDAR RIDGE CAMP AND RETREAT CNT",4010 ROUTT RD,LOUISVILLE,KY,40299,38.0984082000,-85.4802672000,(502) 267-5848
34884,"HURSTBOURNE CLUB SNACKBAR",9000 HURSTBOURNE CLUB LN,LOUISVILLE,KY,40222,38.2396540000,-85.5917740000,(502) 425-0094
34896,"ARBYS #263",3615 BARDSTOWN RD,LOUISVILLE,KY,40218,38.1995521000,-85.6607579000,(502) 459-7458
34897,"FRISCHS BIG BOY #153",1710 LINCOLN AVE,LOUISVILLE,KY,40213,38.1971351000,-85.7072525000,(502) 451-9880
34898,"PESTOS ITALIAN RESTAURANT",566 S 5TH ST,LOUISVILLE,KY,40203,38.2499310000,-85.7593990000,(502) 584-0567
34899,"BOB EVANS #51",9797 BLAIRWOOD RD,LOUISVILLE,KY,40222,38.2262840000,-85.5793370000,(502) 423-0236
34918,"IROQUOIS VFW POST #6182",992 LONGFIELD AVE,LOUISVILLE,KY,40215,38.1983200000,-85.7767750000,(502) 363-9387
34210,"TWIG AND LEAF",2122 BARDSTOWN RD,LOUISVILLE,KY,40205,38.2245870000,-85.6943910000,(502) 451-8944
34211,"LEFT FIELD LOUNGE INC.",2282 BARDSTOWN RD,LOUISVILLE,KY,40205,38.2240532000,-85.6914926000,(502) 690-3750
34213,"PAPA JOHNS #008",2301 BARDSTOWN RD,LOUISVILLE,KY,40205,38.2241900000,-85.6905680000,(502) 458-7555
34216,"SOL AZTECAS",2427 BARDSTOWN RD,LOUISVILLE,KY,40205,38.2238070000,-85.6874617000,(502) 459-7776
34453,"FERN CREEK BALLPARK CONCESSION",8703 FERNDALE RD,LOUISVILLE,KY,40291,38.1554594000,-85.5983820000,(502) 231-1727
34455,"CAPTAIN DS #3615",5232 BARDSTOWN RD,LOUISVILLE,KY,40219,38.1694713000,-85.6066932000,(502) 499-7189
34602,"SENECA GOLF COURSE SNACK BAR",2300 PEE WEE REESE RD,LOUISVILLE,KY,40205,38.2300220000,-85.6733020000,(502) 458-9248
34923,"OLLIES TROLLEY #9",978 S 3RD ST,LOUISVILLE,KY,40203,38.2388700000,-85.7581593000,(502) 583-5214
34933,"MOBY DICK",3802 DIXIE HWY,LOUISVILLE,KY,40216,38.1969590000,-85.8052070000,(502) 447-5448
34222,"BUCKHEAD MOUNTAIN GRILL",3020 BARDSTOWN RD,LOUISVILLE,KY,40205,38.2129657000,-85.6737004000,(502) 456-6680
34225,"STEAK N SHAKE #701",3232 BARDSTOWN RD,LOUISVILLE,KY,40205,38.2085710000,-85.6698390000,(502) 456-2670
34233,"HOLY SMOKES BBQ",7508 PRESTON HWY,LOUISVILLE,KY,40219,38.1431872000,-85.6893825000,(502) 968-5657
34239,"MORRISON SENIOR DINING",10510 LAGRANGE RD,LOUISVILLE,KY,40223,.0000000000,.0000000000,(502) 253-7000
34471,"AERO CLUB",3333 ROGER E SCHUPP ST,LOUISVILLE,KY,40205,38.2252102000,-85.6555645000,(502) 456-9707
35052,"BUCKS",425 W ORMSBY AVE,LOUISVILLE,KY,40203,38.2333600000,-85.7620620000,(502) 637-5284
35054,"OWL CREEK POOL SNACK BAR",12400 N. OSAGE DR.,LOUISVILLE,KY,40223,38.2719552000,-85.5277575000,(502) 245-4157
35056,"OWL CREEK COUNTRY CLUB",12400 N. OSAGE DR.,LOUISVILLE,KY,40223,38.2719552000,-85.5277575000,(502) 245-4157
35058,"FRATERNAL ORDER OF EAGLES #2173",201 OUTER LOOP,LOUISVILLE,KY,40214,38.1267300000,-85.7656499000,(502) 363-3241
35059,"NACHBAR",969 CHARLES ST,LOUISVILLE,KY,40204,38.2301570000,-85.7357170000,(502) 636-3509
35063,"CHEROKEE GOLF COURSE",2501 ALEXANDER RD,LOUISVILLE,KY,40204,38.2393555000,-85.7039174000,(502) 458-1450
35064,"ADAS KITCHEN",510 E CHESTNUT ST,LOUISVILLE,KY,40202,38.2474273000,-85.7450966000,(502) 561-3762
35200,"WENDYS #170283",4312 CANE RUN RD,LOUISVILLE,KY,40216,38.1998671000,-85.8370123000,(502) 447-2294
35203,"INDIS",4419 CANE RUN RD,LOUISVILLE,KY,40216,38.1966910000,-85.8404403000,(502) 448-1108
35204,"DOMINOS PIZZA #1423",2402 BROWNSBORO RD,LOUISVILLE,KY,40206,38.2580010000,-85.7013580000,(502) 896-2488
35205,"MOBY DICK",4421 CANE RUN RD,LOUISVILLE,KY,40216,38.1964697000,-85.8407153000,(502) 447-3341
35207,"PIZZA HUT #013425",2407 BROWNSBORO RD,LOUISVILLE,KY,40206,38.2584328000,-85.7018584000,(502) 895-5222
35211,"PATS STEAK HOUSE",2437 BROWNSBORO RD,LOUISVILLE,KY,40206,38.2589300000,-85.6999210000,(502) 893-2062
35213,"MIKE LINNIGS RESTAURANT",9308 CANE RUN RD,LOUISVILLE,KY,40258,38.1190560000,-85.8974130000,(502) 937-9888
35215,"FAMOUS RECIPE",2925 BROWNSBORO RD,LOUISVILLE,KY,40206,38.2602765000,-85.6871330000,(502) 896-4694
35217,"CRESCENT HILL GOLF COURSE",3110 BROWNSBORO RD,LOUISVILLE,KY,40206,38.2610931000,-85.6842253000,(502) 896-9193
